NEXT_PTS,NEXT_AST,NEXT_REB,NEXT_BLK,NEXT_STL,NEXT_TOV,NEXT_MIN,NEXT_FG3M,NEXT_FGA,NEXT_FTA,NEXT_FG_PCT,NEXT_FT_PCT
4.4,0.8,3.5,0.3,0.7,0.8,18.0,0.7,4.0,0.5,0.431,0.464
6.1,1.1,3.2,0.5,0.8,0.5,20.7,1.2,5.0,0.5,0.465,0.639
9.0,1.8,2.9,0.2,0.6,0.7,22.7,1.4,6.8,1.7,0.453,0.863
3.4,1.1,1.1,0.1,0.1,0.4,12.5,0.2,2.9,1.3,0.386,0.778
6.6,1.1,2.1,0.2,0.6,0.5,20.9,1.0,5.0,1.0,0.472,0.859
0.8,0.3,0.3,0.1,0.0,0.2,2.7,0.1,1.0,0.1,0.353,0.0
10.8,2.6,5.2,0.3,0.7,1.0,28.6,0.9,8.5,2.0,0.484,0.78
8.8,2.3,3.4,0.3,0.5,1.0,23.1,1.0,6.5,1.5,0.519,0.78
8.8,1.6,3.4,0.2,0.6,0.6,25.0,0.9,6.6,1.3,0.515,0.832
9.2,4.1,2.1,0.1,0.9,1.5,25.0,0.9,7.7,0.8,0.498,0.804
10.6,1.4,3.0,0.2,0.4,0.8,23.3,2.7,8.3,0.8,0.441,0.792
11.5,2.1,3.2,0.2,0.5,0.9,28.4,2.5,9.9,1.1,0.41,0.876
12.2,4.0,4.8,0.4,0.9,1.6,32.0,2.4,10.4,1.4,0.418,0.794
2.4,0.4,1.4,0.1,0.1,0.3,5.8,0.1,1.9,0.4,0.556,0.4
9.1,1.0,5.8,1.2,0.4,1.6,21.5,0.4,6.8,1.5,0.546,0.759
5.2,0.4,3.2,0.6,0.2,0.4,10.9,0.5,3.5,0.4,0.616,0.789
26.0,4.6,7.0,0.6,1.1,3.4,33.0,0.2,16.2,8.6,0.608,0.714
22.9,5.0,5.8,0.7,1.1,2.8,31.5,0.1,15.6,7.1,0.57,0.702
20.0,3.0,5.8,0.2,0.6,2.2,34.5,2.0,17.1,5.8,0.408,0.714
19.6,2.8,5.0,0.2,0.4,2.2,33.9,1.7,16.1,5.4,0.434,0.74
20.2,3.3,5.4,0.4,0.5,2.2,31.7,1.6,15.2,5.0,0.495,0.715
10.1,1.0,2.1,0.3,1.0,1.2,20.7,1.3,8.3,2.3,0.404,0.902
9.7,1.4,2.2,0.4,1.0,1.2,24.7,1.1,7.8,1.9,0.446,0.853
5.4,1.0,2.1,0.3,1.0,0.6,20.5,0.8,4.9,1.1,0.389,0.759
27.4,6.7,5.7,0.4,1.2,3.4,33.1,1.5,20.6,7.3,0.493,0.761
26.2,8.1,5.9,0.3,1.1,3.4,31.9,1.5,19.9,8.1,0.466,0.748
23.2,7.3,4.1,0.2,1.2,3.7,30.4,1.8,17.8,6.4,0.454,0.824
13.4,1.3,3.3,0.4,0.7,1.3,29.8,1.4,10.8,3.1,0.442,0.765
15.4,1.4,4.2,0.3,0.5,1.2,31.7,1.5,12.3,3.1,0.461,0.826
15.6,1.5,3.9,0.3,0.7,1.5,29.5,2.1,11.6,3.4,0.459,0.847
12.7,2.9,3.0,0.2,0.5,1.1,27.5,2.2,10.6,1.5,0.433,0.857
9.7,2.8,2.9,0.1,0.7,1.0,23.4,1.7,8.0,0.9,0.443,0.871
19.1,5.1,4.5,0.2,0.7,2.1,36.5,2.6,15.3,3.3,0.447,0.838
10.4,1.3,5.3,1.1,0.6,0.5,19.5,0.1,7.0,2.0,0.644,0.654
10.0,1.3,5.5,0.7,0.6,1.0,19.5,0.0,6.2,2.5,0.656,0.719
8.3,1.0,5.1,0.6,0.8,0.6,18.9,0.0,5.9,1.4,0.621,0.701
21.7,8.6,3.3,0.1,1.3,3.6,35.7,2.6,17.3,3.5,0.462,0.892
21.6,7.8,2.7,0.1,1.2,2.9,35.5,2.4,16.4,4.7,0.462,0.863
18.0,6.5,2.7,0.1,1.3,3.1,33.3,2.3,14.8,3.1,0.446,0.834
9.3,0.6,4.5,0.8,0.5,0.8,20.0,0.3,5.7,2.7,0.616,0.766
5.0,0.7,2.8,0.4,0.4,0.7,13.0,0.1,3.3,1.8,0.551,0.699
4.3,0.5,3.0,0.4,0.5,0.6,12.5,0.0,2.5,1.2,0.72,0.622
10.6,2.4,2.9,0.4,0.7,1.4,22.6,1.6,10.5,1.7,0.372,0.743
6.2,1.8,1.7,0.4,0.5,0.9,15.0,1.0,5.0,1.0,0.444,0.667
8.0,2.5,2.0,0.5,0.8,0.9,23.4,1.6,6.6,0.8,0.439,0.8
20.7,4.0,5.0,0.1,0.7,2.6,32.6,2.7,17.0,3.3,0.447,0.868
20.1,4.2,5.4,0.2,0.8,2.4,34.9,3.0,16.6,2.7,0.439,0.934
20.8,4.5,5.3,0.1,0.7,2.2,33.5,3.1,17.5,2.6,0.441,0.856
17.0,2.1,6.1,0.2,0.8,1.2,31.9,2.1,13.5,3.1,0.466,0.756
22.0,2.9,5.0,0.2,0.7,2.1,32.8,2.1,17.7,5.2,0.452,0.749
15.7,2.8,5.5,0.3,0.7,1.4,29.5,1.8,12.5,3.2,0.454,0.792
8.6,1.7,5.0,0.6,1.4,0.8,25.0,1.7,8.2,0.9,0.376,0.846
4.7,1.4,3.6,0.4,0.7,0.6,19.2,1.0,4.5,0.8,0.352,0.762
2.3,0.4,1.7,0.1,0.2,0.3,9.2,0.5,2.4,0.1,0.357,0.571
15.6,6.2,4.4,0.4,1.1,3.1,31.3,2.5,13.2,3.2,0.415,0.642
19.2,5.7,5.3,0.3,1.4,3.2,34.3,2.4,15.0,4.5,0.442,0.784
10.3,3.4,3.7,0.2,1.1,1.8,19.8,0.7,8.7,2.3,0.449,0.769
5.7,1.4,5.5,0.9,0.5,1.2,14.5,0.1,3.9,1.1,0.644,0.595
3.3,1.1,4.0,0.9,0.4,0.8,10.8,0.0,2.1,0.3,0.725,0.833
4.3,0.0,3.4,0.4,0.2,0.5,8.6,0.0,2.7,1.8,0.593,0.597
4.3,0.1,3.9,0.4,0.1,0.4,8.2,0.0,2.7,2.0,0.635,0.458
3.4,0.3,3.9,0.3,0.2,0.5,9.1,0.0,3.0,1.4,0.508,0.29
8.7,0.9,5.6,1.1,0.5,0.8,20.7,0.0,5.6,2.0,0.674,0.581
12.6,1.9,9.2,2.5,0.9,1.3,29.9,0.0,7.7,3.2,0.705,0.541
11.8,2.1,9.9,2.1,0.6,1.3,29.8,0.0,8.2,2.8,0.629,0.551
17.2,1.7,4.2,0.4,0.9,1.7,32.7,2.5,14.2,3.7,0.404,0.843
13.7,2.1,4.6,0.3,1.0,1.2,30.7,1.8,11.8,3.5,0.388,0.772
10.9,1.4,3.6,0.6,0.9,0.9,28.4,2.0,8.3,2.0,0.438,0.826
9.4,0.9,5.7,1.4,0.4,0.9,20.1,0.0,5.7,2.1,0.693,0.699
9.0,1.1,5.6,1.3,0.4,1.1,20.6,0.0,5.1,2.4,0.732,0.679
11.0,1.6,7.6,2.1,0.9,1.0,24.5,0.0,6.5,2.4,0.725,0.674
11.3,2.1,3.2,0.4,0.7,1.0,29.9,2.2,8.5,1.4,0.468,0.796
7.0,1.3,2.0,0.1,0.7,0.5,20.1,1.6,6.4,0.9,0.372,0.756
10.0,2.7,3.2,0.5,1.0,1.4,25.2,0.8,9.0,2.1,0.416,0.8
10.7,3.8,3.2,0.4,0.6,1.9,20.2,0.9,9.4,2.6,0.419,0.75
10.1,3.5,2.4,0.4,0.9,1.3,19.8,1.2,9.1,2.1,0.396,0.807
7.1,2.3,1.6,0.1,0.6,0.8,16.7,1.1,6.8,1.0,0.378,0.809
6.9,3.0,1.7,0.1,0.5,0.7,18.1,0.8,5.4,0.9,0.488,0.927
12.5,3.4,2.5,0.0,1.1,1.3,19.9,1.6,8.8,2.1,0.516,0.872
12.5,1.5,4.1,0.2,0.9,0.7,26.2,2.5,9.2,1.7,0.46,0.86
15.5,1.9,4.4,0.3,1.2,0.9,28.6,2.5,11.3,2.9,0.47,0.842
13.4,2.4,4.3,0.3,0.8,1.0,27.6,2.4,10.7,1.9,0.446,0.789
6.2,1.1,3.1,0.4,0.5,0.7,16.3,0.7,4.6,1.3,0.484,0.736
9.4,1.6,4.3,0.4,1.0,1.2,23.9,1.0,7.7,1.7,0.455,0.841
3.4,0.7,1.6,0.1,0.4,0.6,10.8,0.2,3.8,0.7,0.344,0.73
8.5,2.1,2.0,0.2,0.4,0.6,15.7,1.0,6.7,1.5,0.475,0.783
10.8,2.0,2.6,0.1,0.6,1.0,19.3,1.0,9.6,1.5,0.448,0.778
6.2,1.5,1.8,0.2,0.3,0.5,16.4,0.5,6.0,0.7,0.436,0.778
18.5,4.0,3.4,0.3,0.8,2.5,30.0,2.8,13.9,3.5,0.448,0.925
20.4,4.5,2.7,0.3,0.8,3.1,30.0,2.6,15.6,5.1,0.43,0.87
17.4,4.4,2.7,0.3,1.1,2.4,30.1,2.4,15.2,2.8,0.413,0.877
5.5,0.7,4.4,0.8,0.5,0.5,11.9,0.0,3.7,1.0,0.644,0.714
8.3,0.9,3.9,0.9,0.5,1.1,15.8,0.7,6.2,1.9,0.489,0.765
11.5,1.1,4.9,0.8,0.6,1.4,18.4,1.1,8.5,1.9,0.537,0.677
13.5,1.3,5.2,0.9,0.8,1.4,24.2,2.1,10.5,1.8,0.477,0.736
5.7,1.1,2.3,1.1,1.7,0.6,25.5,0.7,4.5,0.7,0.5,0.791
4.1,0.7,2.0,0.5,1.2,0.3,16.9,0.8,3.6,0.4,0.435,0.679
5.4,1.4,2.1,0.8,1.7,0.6,22.9,1.2,4.9,0.4,0.397,0.759
7.8,1.0,3.6,0.7,0.5,0.8,24.4,1.4,5.6,1.2,0.475,0.905
8.1,1.7,4.6,0.4,0.5,1.0,25.9,1.5,6.0,1.5,0.454,0.77
10.3,2.3,4.2,0.5,0.6,1.4,28.0,1.7,8.0,1.8,0.456,0.757
4.8,1.5,4.6,0.3,0.6,0.4,17.9,0.7,3.6,0.7,0.515,0.551
5.1,1.4,4.3,0.3,1.1,0.5,20.7,0.8,4.4,0.5,0.431,0.778
4.3,2.0,4.7,0.9,0.9,0.8,21.3,0.7,3.8,0.5,0.423,0.84
10.0,1.0,2.9,0.4,0.9,0.6,26.3,2.1,7.1,2.8,0.399,0.794
4.8,0.5,1.4,0.1,0.4,0.4,12.7,1.2,3.7,1.0,0.363,0.906
4.9,0.6,1.4,0.1,0.3,0.3,15.0,1.3,3.4,0.6,0.456,0.81
5.3,1.0,2.9,0.1,0.6,0.3,19.2,1.0,4.3,0.6,0.456,0.667
4.7,0.8,3.4,0.5,0.6,0.4,20.3,1.0,4.0,0.5,0.412,0.652
5.4,0.8,4.0,0.5,0.7,0.4,20.5,1.5,4.3,0.5,0.414,0.769
7.2,0.9,4.2,0.5,1.0,0.5,23.4,0.6,5.0,1.5,0.542,0.833
5.2,0.7,2.8,0.7,0.8,0.6,15.0,0.4,3.4,1.4,0.565,0.667
5.1,0.8,3.2,0.5,1.0,0.5,18.5,0.7,4.2,1.1,0.429,0.724
21.3,3.8,4.8,0.6,1.5,2.6,34.2,3.0,17.3,3.9,0.441,0.786
24.6,4.4,5.8,0.7,1.6,3.3,36.0,2.7,19.5,5.3,0.459,0.756
25.9,5.1,5.4,0.5,1.3,3.1,35.1,2.4,19.7,6.4,0.461,0.836
20.1,7.6,6.7,0.4,1.6,3.3,32.3,2.9,16.7,3.2,0.429,0.872
23.3,8.4,6.4,0.3,1.3,3.6,35.2,4.0,20.0,3.4,0.411,0.843
23.9,8.0,5.1,0.2,1.8,3.8,32.3,3.2,19.2,4.7,0.433,0.865
10.0,0.7,5.9,0.6,0.2,1.1,19.3,0.1,7.5,2.2,0.558,0.701
7.1,0.9,5.3,0.6,0.2,1.0,17.3,0.0,4.8,1.6,0.613,0.706
6.9,4.2,3.2,0.5,1.2,1.7,25.0,0.7,7.0,1.1,0.383,0.77
10.3,6.2,2.9,0.4,1.4,2.3,28.3,1.1,10.7,1.5,0.377,0.821
6.9,4.9,2.8,0.5,0.9,1.2,24.0,0.5,6.7,1.2,0.413,0.66
8.4,2.0,5.2,0.5,0.7,1.1,24.2,1.0,7.1,1.7,0.432,0.757
9.2,2.8,6.4,0.4,0.9,1.6,26.6,0.9,7.6,2.2,0.437,0.739
14.7,3.8,7.2,0.5,0.8,2.1,30.1,1.2,10.7,3.6,0.506,0.74
9.0,1.1,3.7,0.5,0.3,0.8,17.1,0.7,6.6,1.7,0.531,0.758
7.4,1.0,2.8,0.2,0.3,0.6,15.7,1.3,6.3,0.7,0.446,0.809
10.3,1.6,3.9,0.5,0.6,0.8,21.1,1.2,7.1,1.2,0.573,0.77
8.2,1.1,5.9,1.3,0.6,0.9,20.7,0.0,4.7,2.3,0.69,0.727
9.9,1.0,7.2,1.3,0.7,1.0,23.1,0.1,6.2,2.5,0.638,0.781
10.2,1.3,6.8,1.1,0.5,0.8,25.5,0.4,6.6,2.1,0.611,0.793
15.3,8.2,4.0,0.6,1.7,2.6,35.0,2.1,11.8,2.5,0.473,0.842
20.7,10.4,3.7,0.4,1.6,2.5,33.6,2.9,15.0,3.6,0.49,0.871
20.1,10.9,3.9,0.7,1.2,2.3,32.2,2.8,15.2,3.3,0.477,0.855
12.3,1.9,4.3,0.6,1.1,0.8,27.3,1.9,10.8,1.4,0.427,0.838
18.5,3.6,3.9,0.4,1.1,1.5,31.0,2.7,15.7,2.6,0.439,0.78
19.5,4.1,3.8,0.3,1.1,1.6,33.1,2.4,15.5,3.0,0.472,0.801
8.8,1.8,3.0,0.3,0.8,0.9,29.6,0.8,6.4,2.3,0.48,0.768
6.4,1.1,2.5,0.4,0.7,0.6,21.7,0.8,4.7,1.4,0.494,0.757
9.4,1.9,3.0,0.5,0.8,0.8,27.3,1.2,7.0,2.0,0.49,0.679
9.0,0.9,4.1,0.5,0.5,0.9,24.8,0.9,6.0,2.4,0.529,0.732
10.2,1.2,4.0,0.9,0.9,1.2,28.3,1.4,8.3,1.3,0.464,0.857
10.0,1.5,3.9,0.8,0.9,1.3,27.3,1.4,8.3,1.5,0.443,0.788
9.1,1.1,6.5,0.6,0.5,1.2,23.6,0.8,8.3,1.8,0.439,0.595
9.2,0.9,6.0,0.5,0.6,1.1,20.7,0.5,7.3,2.3,0.485,0.702
7.6,1.3,6.6,0.9,0.6,1.1,21.9,0.4,6.3,1.5,0.501,0.616
3.8,0.4,1.7,0.1,0.4,0.6,11.0,0.6,3.5,0.5,0.396,0.808
10.1,1.3,3.8,0.5,0.8,1.0,24.9,1.6,8.1,1.9,0.427,0.838
12.2,1.5,3.8,0.7,0.9,0.9,27.7,1.9,8.8,1.9,0.496,0.781
16.3,5.7,5.4,0.3,0.7,2.6,31.7,2.0,14.0,3.9,0.391,0.854
13.0,3.9,4.8,0.5,0.6,1.5,25.9,1.3,10.2,2.8,0.454,0.894
11.6,2.9,3.8,0.5,0.8,1.6,22.4,1.1,9.4,2.7,0.435,0.826
17.5,4.3,3.2,0.4,0.7,1.2,35.3,1.8,13.3,3.3,0.485,0.866
20.3,3.5,2.9,0.1,0.8,1.3,33.6,2.7,15.2,3.6,0.481,0.845
25.9,6.2,3.7,0.5,1.0,1.7,37.5,3.0,20.3,5.4,0.45,0.868
4.8,1.2,2.4,0.2,0.7,0.7,15.5,0.4,3.8,0.7,0.508,0.689
9.1,1.7,3.0,0.1,0.7,1.2,25.7,1.1,6.4,1.6,0.537,0.723
8.2,2.3,3.2,0.2,0.8,1.1,26.4,1.3,6.6,1.0,0.479,0.684
9.2,1.1,4.2,0.8,0.7,1.1,25.8,1.1,7.9,1.0,0.46,0.803
12.1,1.9,3.9,1.0,0.9,1.4,30.6,1.4,9.1,1.8,0.517,0.736
10.5,1.4,3.1,0.6,0.9,1.2,29.2,1.2,8.7,1.1,0.489,0.722
9.2,0.5,6.0,0.8,0.3,0.8,18.1,0.8,6.9,2.0,0.503,0.765
9.4,1.0,5.8,0.9,0.3,1.1,18.8,0.8,7.5,2.0,0.476,0.759
9.9,1.0,5.5,0.6,0.3,0.7,17.2,1.0,6.5,1.7,0.592,0.692
8.3,1.2,8.7,1.1,0.3,1.2,25.6,0.2,6.9,1.5,0.51,0.718
11.3,1.4,8.1,0.7,0.4,1.4,28.3,1.3,8.8,3.0,0.442,0.738
10.9,1.6,6.6,0.8,0.4,1.4,30.9,1.5,8.3,1.8,0.487,0.753
6.6,0.4,3.6,0.3,0.4,0.6,17.0,0.9,4.5,1.6,0.516,0.631
5.2,0.3,2.6,0.4,0.3,0.6,13.7,0.3,3.7,1.2,0.561,0.645
3.2,0.6,2.2,0.7,0.3,0.5,9.9,0.1,2.6,1.1,0.463,0.677
11.3,3.5,3.2,0.0,0.7,1.3,23.1,1.8,9.3,2.6,0.392,0.881
14.9,3.4,4.2,0.2,1.0,1.2,28.9,2.1,11.6,3.1,0.448,0.819
17.0,4.9,3.8,0.1,0.7,1.5,29.2,2.5,13.1,3.6,0.434,0.853
3.1,0.4,2.4,0.4,0.9,0.3,8.0,0.1,2.5,0.4,0.563,0.429
4.2,0.4,3.8,0.7,0.7,0.7,10.9,0.0,3.0,0.7,0.593,0.745
7.3,1.3,6.0,1.0,0.8,0.8,19.4,0.3,5.9,1.0,0.54,0.718
3.6,0.6,1.0,0.1,0.3,0.3,11.1,0.8,3.2,0.6,0.35,0.935
9.5,1.2,2.4,0.1,0.7,0.5,19.1,2.2,7.0,1.4,0.441,0.82
8.2,1.3,2.3,0.3,0.6,0.6,18.5,1.9,6.2,0.7,0.458,0.865
6.0,3.4,2.2,0.1,0.6,0.7,16.6,0.1,4.9,1.3,0.49,0.78
12.9,6.6,3.6,0.1,1.3,1.6,29.2,0.7,10.9,2.5,0.459,0.86
10.0,6.2,3.8,0.1,1.0,1.5,27.8,0.8,7.8,1.5,0.505,0.856
4.3,1.6,1.4,0.1,0.5,0.3,12.2,0.7,4.2,0.5,0.393,0.625
4.6,1.3,1.4,0.1,0.4,0.5,13.0,0.9,4.6,0.6,0.36,0.758
5.5,1.9,1.7,0.1,0.6,0.9,12.7,0.8,4.7,1.0,0.418,0.732
6.2,2.0,1.9,0.1,0.4,0.6,14.1,1.4,5.3,0.3,0.429,1.0
5.6,1.3,1.8,0.0,0.3,0.8,13.4,1.2,5.1,0.3,0.412,0.75
9.6,3.4,3.2,0.1,0.5,0.7,22.3,1.8,7.7,0.7,0.468,0.821
6.1,0.7,2.6,0.3,0.5,0.7,16.1,0.3,5.1,1.2,0.489,0.707
5.3,0.5,3.3,0.3,0.4,0.4,18.1,0.5,4.6,0.9,0.448,0.702
7.2,0.7,3.3,0.6,0.6,0.6,14.7,0.4,6.3,1.4,0.45,0.778
3.0,0.3,1.7,0.4,0.2,0.5,7.3,0.0,1.8,0.9,0.667,0.698
8.2,0.6,6.4,1.1,0.2,0.9,18.7,0.0,4.8,2.8,0.629,0.749
9.7,0.8,8.0,1.1,0.4,1.1,26.2,0.0,5.6,2.7,0.691,0.737
4.8,1.2,3.0,0.3,0.9,0.6,13.2,0.2,4.1,1.3,0.454,0.648
7.0,1.6,5.0,0.5,1.0,0.7,19.3,0.1,5.0,1.5,0.614,0.551
5.3,1.4,3.9,0.8,0.9,0.6,18.0,0.4,5.2,0.9,0.434,0.44
6.3,3.2,1.5,0.2,0.7,1.3,14.1,0.6,5.0,0.9,0.488,0.861
18.2,2.7,4.4,0.4,1.2,1.5,29.8,3.0,14.5,2.0,0.461,0.903
21.5,4.4,5.0,0.4,1.0,2.2,31.7,2.9,16.2,3.5,0.479,0.883
23.7,5.5,4.4,0.5,1.0,2.7,34.4,3.3,18.5,3.8,0.464,0.87
2.3,1.1,0.9,0.1,0.0,0.1,4.5,0.1,1.8,0.5,0.5,0.8
22.1,3.7,3.7,0.2,0.8,2.6,34.2,2.5,17.9,6.1,0.416,0.786
19.6,3.5,5.2,0.3,0.8,2.3,31.7,2.5,16.2,4.3,0.423,0.804
4.0,2.3,1.7,0.1,0.5,1.5,16.0,0.7,4.2,0.6,0.342,0.667
1.8,0.4,0.2,0.0,0.3,0.3,3.3,0.4,1.6,0.4,0.375,0.5
9.9,1.9,3.4,0.5,0.6,1.4,20.8,0.8,7.4,2.1,0.525,0.652
16.1,2.2,4.8,0.5,0.7,1.6,26.3,0.7,11.6,4.0,0.529,0.746
5.7,1.1,2.6,0.1,0.6,0.8,13.4,0.4,4.9,1.7,0.405,0.796
9.1,2.5,3.6,0.2,0.7,1.3,23.3,0.9,7.4,2.3,0.433,0.789
7.1,1.9,3.6,0.2,0.7,1.0,19.0,0.9,5.6,1.3,0.463,0.791
8.8,1.3,3.8,0.5,0.4,0.8,21.0,0.8,6.6,1.6,0.533,0.634
12.7,1.5,5.5,0.4,0.5,1.1,28.0,0.8,8.8,2.7,0.569,0.68
3.7,0.9,2.2,0.2,0.4,0.5,12.4,0.1,3.0,0.7,0.536,0.537
8.0,1.8,2.0,0.1,0.3,0.3,17.5,2.3,6.4,0.5,0.402,0.929
2.9,1.3,1.4,0.4,0.5,0.5,11.8,0.2,2.7,0.9,0.368,0.75
8.6,2.6,2.8,0.3,0.8,1.2,26.2,0.7,7.1,1.0,0.493,0.805
12.2,3.2,2.8,0.5,0.9,1.4,29.1,1.6,9.5,1.4,0.501,0.81
1.2,0.6,0.9,0.0,0.2,0.2,5.7,0.2,1.3,0.1,0.405,0.5
6.1,2.3,2.4,0.3,0.6,0.9,24.6,1.3,4.7,0.3,0.49,0.833
11.8,2.8,5.4,0.5,0.9,1.8,26.4,0.8,9.3,2.4,0.498,0.707
9.1,2.7,3.8,0.2,0.7,1.5,21.9,0.4,7.4,2.2,0.48,0.725
4.1,1.0,3.0,0.2,0.6,0.6,15.9,0.4,3.5,0.6,0.472,0.667
4.1,0.6,1.9,0.3,0.1,0.4,10.5,0.3,2.5,1.2,0.569,0.808
3.3,0.6,1.7,0.2,0.1,0.3,10.6,0.1,2.2,1.1,0.538,0.731
3.8,0.7,1.9,0.2,0.3,0.5,9.3,0.2,3.2,0.7,0.469,0.806
4.3,2.3,1.7,0.1,0.6,0.4,11.8,0.8,3.0,0.3,0.556,0.75
1.1,0.5,0.9,0.1,0.1,0.1,3.0,0.1,0.9,0.4,0.412,0.75
3.2,1.0,0.8,0.1,0.1,0.4,6.6,0.2,3.2,1.0,0.37,0.647
5.2,0.7,1.8,0.3,0.3,0.2,12.9,1.4,4.3,0.5,0.393,0.8
3.6,0.6,1.1,0.2,0.1,0.2,7.4,1.0,2.7,0.1,0.471,1.0
5.4,0.6,1.4,0.0,0.2,0.7,13.9,1.5,4.0,0.5,0.434,0.929
6.8,1.0,4.2,0.3,0.6,0.4,18.9,0.9,5.8,1.0,0.444,0.833
2.9,0.5,1.9,0.1,0.3,0.4,8.6,0.3,2.4,0.4,0.474,0.75
6.5,0.9,1.4,0.0,0.4,0.5,11.3,0.5,5.5,1.7,0.418,0.763
5.2,0.4,1.6,0.3,0.3,0.8,10.8,0.4,5.0,1.0,0.404,0.697
5.8,1.1,1.1,0.2,0.5,0.9,12.3,0.3,5.1,0.9,0.465,0.75
2.0,0.6,0.6,0.2,0.4,0.4,5.0,0.1,2.2,0.4,0.355,0.667
9.8,2.5,4.1,0.6,1.6,1.3,29.6,0.8,7.6,2.4,0.469,0.764
11.0,2.6,3.6,0.8,1.4,1.2,30.5,1.5,7.7,2.1,0.498,0.867
14.5,1.4,3.6,0.5,1.1,0.8,31.0,2.6,10.1,2.4,0.484,0.905
14.8,2.2,4.9,0.5,0.9,0.6,29.7,3.0,10.9,2.6,0.443,0.815
3.3,0.9,1.6,0.3,0.7,0.7,10.3,0.2,3.0,0.9,0.399,0.833
18.6,3.5,4.1,0.2,1.0,2.1,32.6,1.6,14.0,4.0,0.485,0.842
19.7,3.7,5.3,0.4,1.1,1.9,32.5,1.3,15.2,4.4,0.482,0.85
5.7,0.9,2.1,0.2,0.4,1.0,15.2,0.7,5.3,0.6,0.429,0.773
8.2,1.5,3.5,0.2,0.7,1.3,20.3,1.1,7.4,1.5,0.397,0.827
5.8,1.1,2.8,0.6,0.6,0.8,21.0,0.8,5.6,0.7,0.411,0.661
7.9,1.4,2.5,0.2,0.5,0.9,19.5,1.2,7.2,1.6,0.369,0.847
3.9,0.7,1.8,0.1,0.5,0.4,12.2,0.7,3.6,0.6,0.381,0.788
11.8,3.1,2.4,0.3,0.7,1.5,19.4,2.1,10.2,1.8,0.399,0.843
6.9,2.5,1.5,0.1,0.7,1.2,14.6,1.2,6.8,0.6,0.386,0.783
3.4,0.3,2.7,0.7,0.4,0.7,11.9,0.1,2.6,0.6,0.558,0.731
5.0,0.6,3.1,0.6,0.4,0.5,11.7,0.0,2.7,0.8,0.798,0.719
3.5,1.1,0.8,0.1,0.6,0.4,11.9,0.6,3.4,0.7,0.358,0.667
8.3,1.7,1.5,0.1,0.7,0.4,19.5,1.6,6.7,0.7,0.452,0.86
4.8,0.8,1.7,0.1,0.3,0.5,13.0,0.8,3.6,0.8,0.476,0.698
8.1,0.9,3.0,0.4,0.6,0.7,17.5,1.1,6.4,1.4,0.462,0.785
7.2,0.8,4.5,1.5,0.5,0.8,16.5,0.0,5.0,2.3,0.563,0.651
6.4,0.8,4.0,1.0,0.6,0.7,12.8,0.0,3.9,1.7,0.665,0.716
7.7,1.8,2.3,0.2,0.6,0.9,17.7,1.2,7.5,0.8,0.393,0.764
9.3,4.0,3.6,0.1,1.2,1.6,24.1,1.1,7.7,1.4,0.459,0.763
7.2,1.2,1.8,0.1,0.2,0.7,18.6,1.6,5.5,0.7,0.464,0.714
4.7,0.8,4.2,0.7,0.3,0.9,11.5,0.1,3.6,1.1,0.544,0.636
6.8,1.4,6.4,0.7,0.4,1.1,15.1,0.1,4.8,2.0,0.571,0.61
3.8,0.5,2.2,0.3,0.3,0.6,14.0,0.6,3.4,0.7,0.399,0.702
3.2,0.5,2.3,0.4,0.2,0.2,12.4,0.4,2.9,0.3,0.437,0.55
5.9,1.3,3.5,0.6,0.7,0.7,15.7,0.9,5.2,1.0,0.41,0.8
5.6,1.2,4.0,0.5,0.5,0.6,14.9,0.4,4.6,1.1,0.491,0.628
16.0,3.6,8.7,0.8,1.2,1.8,33.7,1.3,12.5,2.6,0.511,0.728
4.7,1.5,1.1,0.2,0.5,1.1,10.4,0.7,4.5,1.0,0.376,0.659
10.6,2.2,3.8,0.4,1.0,1.5,24.4,1.6,9.9,1.8,0.389,0.77
2.8,0.6,1.7,0.2,0.4,0.4,10.7,0.5,2.6,0.4,0.387,0.733
1.7,0.3,0.8,0.1,0.2,0.1,5.1,0.4,1.5,0.2,0.415,0.556
11.1,1.2,2.8,0.1,0.4,0.7,28.3,2.2,7.9,1.2,0.497,0.852
13.4,2.0,2.8,0.2,0.5,1.2,25.8,2.3,9.9,2.0,0.486,0.726
5.6,2.3,1.3,0.2,0.6,0.8,18.1,0.8,5.0,0.4,0.454,0.806
5.3,1.9,1.3,0.0,0.2,0.6,15.3,0.8,4.5,0.6,0.452,0.714
13.0,3.4,3.0,0.3,0.5,1.5,28.8,1.3,7.7,4.1,0.529,0.864
15.9,5.5,4.3,0.3,0.8,2.1,32.1,1.9,11.5,3.3,0.486,0.853
10.6,1.4,1.7,0.1,0.4,1.1,16.6,0.9,8.0,3.1,0.441,0.868
22.5,2.9,3.2,0.2,0.7,1.9,31.4,2.2,18.0,5.1,0.442,0.856
3.7,0.9,1.3,0.0,0.4,0.8,9.9,0.0,3.4,0.7,0.462,0.706
15.3,4.8,6.6,0.8,1.1,2.0,34.8,0.8,13.2,3.2,0.456,0.772
19.9,6.1,8.2,1.5,1.3,2.8,34.9,1.7,15.7,4.2,0.475,0.781
6.5,0.6,2.3,0.1,0.1,0.5,8.7,0.5,4.1,1.9,0.543,0.788
4.0,0.2,1.2,0.0,0.2,0.2,4.9,0.4,3.0,1.0,0.48,0.72
